,MaKH,label
8968,127711469,1
8969,129836005,0
8970,130099729,0
8971,130447603,0
8972,137068602,0
8973,141086844,0
8974,142591999,0
8975,144572026,0
8976,145536653,0
8977,148574101,0
8978,149428103,0
8979,150551137,0
8980,151371259,0
8981,151611075,0
8982,151910952,0
8983,152600645,0
8984,152603506,0
8985,153978881,0
8986,157992550,0
8987,160424887,0
8988,160946407,0
8989,166475450,0
8990,168565326,0
8991,168682019,0
8992,170371428,0
8993,174590979,0
8994,176031874,1
8995,176667439,0
8996,179580826,0
8997,181714493,0
8998,181911986,0
8999,181993178,0
9000,182659640,0
9001,182673385,0
9002,185136871,1
9003,187604602,0
9004,188043556,0
9005,188639367,0
9006,191172916,0
9007,194685627,0
9008,196400461,0
9009,196404429,0
9010,197697970,0
9011,198123952,0
9012,201654296,0
9013,202248393,1
9014,202900147,0
9015,205621962,1
9016,206727098,0
9017,207353325,0
9018,207359240,0
9019,207987968,1
9020,210869335,0
9021,212008454,1
9022,215234078,0
9023,216297637,1
9024,218522103,0
9025,220643612,0
9026,220766634,0
9027,223047041,0
9028,223777593,0
9029,224110455,0
9030,224906270,0
9031,225972630,0
9032,226049454,0
9033,227087726,0
9034,227601766,0
9035,227612260,0
9036,228462662,0
9037,231315026,0
9038,231419676,0
9039,232354122,1
9040,232955330,0
9041,233035046,0
9042,245702495,1
9043,246249696,1
9044,247251517,1
9045,248746923,0
9046,248756851,1
9047,248932481,0
9048,249719173,0
9049,249796561,0
9050,250284185,0
9051,250407074,0
9052,251617248,0
9053,251823017,0
9054,252131095,0
9055,252277485,1
9056,252620101,0
9057,252781383,0
9058,252811889,0
9059,257222887,0
9060,257323019,0
9061,257414442,0
9062,258945539,0
9063,259247130,0
9064,260033039,0
9065,262575380,0
9066,263796670,0
9067,265058773,0
9068,265413765,0
9069,266873106,0
9070,269986605,0
9071,273265239,1
9072,274717643,0
9073,275178648,1
9074,276095556,0
9075,276352538,0
9076,276417845,0
9077,276668456,0
9078,277361782,0
9079,277970571,0
9080,278267127,1
9081,279276644,0
9082,279604982,0
9083,280053645,0
9084,280573827,0
9085,280988929,0
9086,281461966,0
9087,282616180,0
9088,283007001,0
9089,284458300,0
9090,286651308,0
9091,287485586,0
9092,287538278,1
9093,288110281,0
9094,288271748,0
9095,288476104,0
9096,288552283,0
9097,289081451,1
9098,289487057,0
9099,291354240,0
9100,293256533,0
9101,294344947,1
9102,294375776,1
9103,295720356,0
9104,295778652,0
9105,296371487,0
9106,296669676,0
9107,296676875,0
9108,296849733,0
9109,297117096,0
9110,297178791,0
9111,297795587,0
9112,297939884,0
9113,298237001,0
9114,299114426,0
9115,299298612,0
9116,299440784,1
9117,299460019,0
9118,299465382,1
9119,299473339,1
9120,299605891,0
9121,299606998,1
9122,299746970,0
9123,301562624,0
9124,301606743,0
9125,301777035,0
9126,301817378,0
9127,301866214,0
9128,302377430,0
9129,302428394,0
9130,302826649,0
9131,305291613,0
9132,305322876,0
9133,305800672,1
9134,306347940,0
9135,308841299,0
9136,308850874,0
9137,308911862,0
9138,308918468,0
9139,309034738,0
9140,309139502,0
9141,309147092,0
9142,309211324,0
9143,309374308,0
9144,309509018,0
9145,309511487,0
9146,309524953,0
9147,309624301,0
9148,309719596,0
9149,310019874,0
9150,310028112,1
9151,310323718,0
9152,310957741,0
9153,311021862,0
9154,311023080,0
9155,311116306,0
9156,311562505,1
9157,311578736,0
9158,312226782,0
9159,312646592,0
9160,313569765,0
9161,314301445,0
9162,316937717,0
9163,317072734,1
9164,317254722,0
9165,317489860,0
9166,320950131,0
9167,322676545,0
9168,323191607,0
9169,324411963,0
9170,325977809,0
9171,326346590,0
9172,326434177,0
9173,326622279,0
9174,328345344,0
9175,328435163,0
9176,328971820,0
9177,329582365,0
9178,329823836,0
9179,329851455,0
9180,329872265,0
9181,329891455,0
9182,329946200,0
9183,330183891,0
9184,331109775,0
9185,332174234,0
9186,338004663,0
9187,338082677,0
9188,338358662,0
9189,339110287,0
9190,339259253,0
9191,339974700,0
9192,341540226,0
9193,345007040,0
9194,345966569,0
9195,346961009,0
9196,348482150,0
9197,349641002,0
9198,350279842,0
9199,350328992,0
9200,350529352,0
9201,350542562,0
9202,352003053,0
9203,352159333,0
9204,352697907,0
9205,353881127,0
9206,491077,0
9207,695843,0
9208,2279203,0
9209,2279411,0
9210,2468749,0
9211,2537162,0
9212,3098319,0
9213,3343283,0
9214,3394672,0
9215,3433739,0
9216,4176792,0
9217,4488509,0
9218,4947701,0
9219,4987505,0
9220,5617597,0
9221,6773087,0
9222,7254014,0
9223,7721469,1
9224,9329942,0
9225,9722510,0
9226,11423104,0
9227,11936163,1
9228,12670091,0
9229,12934291,0
9230,13493402,1
9231,16670166,0
9232,16791130,0
9233,17203099,0
9234,17432846,0
9235,17515765,0
9236,17708910,0
9237,17901213,0
9238,21421556,0
9239,23875232,0
9240,23880859,0
9241,24895186,0
9242,24900993,0
9243,24903725,0
9244,26006296,0
9245,26035041,0
9246,26842834,0
9247,27205291,0
9248,27257036,0
9249,27974830,0
9250,29110892,0
9251,29754038,0
9252,33268712,1
9253,40895237,0
9254,41003714,0
9255,77867221,0
9256,90885402,0
9257,91214765,0
9258,96374417,1
9259,97883893,0
9260,99299022,0
9261,100447180,0
9262,101276887,0
9263,103676940,1
9264,104109750,0
9265,104704005,0
9266,111292205,0
9267,113538031,0
9268,115993974,0
9269,117146070,1
9270,119805084,0
9271,120934397,0
9272,123024167,1
9273,124279020,0
9274,125681153,0
9275,126330012,0
9276,126781522,1
9277,127961650,0
9278,133175976,1
9279,138440285,1
9280,140115301,0
9281,140150894,0
9282,145370657,0
9283,149167589,0
9284,150551230,0
9285,151099021,0
9286,152328663,0
9287,152729996,1
9288,152938559,0
9289,153528351,0
9290,157897877,0
9291,162582059,0
9292,162762532,0
9293,167439661,0
9294,172857438,0
9295,174381574,0
9296,178153341,0
9297,178952046,1
9298,180904510,0
9299,181450023,0
9300,181938219,0
9301,183121808,0
9302,185587537,0
9303,186067065,0
9304,188352593,0
9305,189347818,1
9306,189729987,0
9307,194541572,0
9308,198262978,0
9309,198535181,0
9310,199168612,0
9311,200154122,0
9312,201682229,1
9313,201702419,0
9314,202247179,0
9315,202972138,0
9316,206133144,0
9317,206217407,1
9318,208361628,0
9319,212817269,0
9320,212849250,0
9321,214314663,0
9322,214392732,0
9323,214953512,1
9324,215479123,0
9325,219302861,0
9326,219687534,0
9327,221587011,1
9328,223032125,0
9329,223034898,0
9330,224609092,0
9331,225901411,1
9332,226306814,0
9333,227838852,0
9334,228549836,0
9335,229529508,1
9336,230012251,0
9337,231100287,0
9338,231415357,1
9339,231421916,1
9340,232069923,0
9341,232520305,1
9342,234055562,0
9343,234297639,1
9344,234396679,1
9345,235108990,0
9346,236668325,0
9347,237540881,0
9348,238582202,0
9349,239957686,0
9350,240493075,1
9351,245035971,0
9352,245192406,0
9353,246951548,1
9354,248918497,0
9355,249156125,0
9356,249544140,0
9357,249652430,1
9358,249966570,0
9359,250764874,0
9360,251231604,0
9361,251502845,0
9362,251629447,0
9363,252589113,0
9364,252682379,0
9365,252814049,0
9366,252954241,0
9367,252992736,0
9368,253935101,1
9369,254390334,0
9370,255036480,0
9371,255170030,1
9372,256396887,0
9373,256449177,0
9374,256673223,0
9375,257186588,0
9376,257835270,0
9377,257939789,0
9378,258229181,0
9379,258242391,0
9380,259298581,0
9381,259611276,1
9382,260030142,0
9383,265847409,1
9384,266087288,0
9385,267956929,0
9386,270569153,0
9387,270839821,0
9388,271263275,0
9389,273094173,0
9390,273434971,0
9391,273682152,0
9392,273867312,0
9393,274755815,0
9394,274856607,0
9395,275805411,0
9396,275836666,0
9397,275862536,1
9398,275917965,0
9399,276035611,0
9400,276171635,1
9401,276343666,0
9402,278274027,0
9403,278323622,0
9404,278386430,0
9405,279159652,1
9406,279958125,0
9407,280467743,0
9408,280471665,0
9409,281123148,1
9410,281737432,0
9411,282105492,0
9412,282446365,0
9413,282487917,0
9414,282503008,1
9415,285627221,0
9416,285878911,0
9417,287400794,0
9418,287574167,0
9419,288253588,0
9420,288296669,0
9421,288307925,0
9422,288480105,0
9423,288838120,0
9424,289308665,0
9425,291686320,1
9426,291736591,0
9427,292300650,1
9428,293207520,0
9429,293287960,0
9430,294615798,1
9431,294864557,0
9432,295943453,1
9433,296589759,0
9434,296788898,0
9435,296943175,0
9436,298046921,1
9437,298093144,0
9438,298500264,0
9439,298783268,0
9440,299135107,1
9441,299136278,1
9442,299352690,1
9443,299381861,1
9444,299594183,1
9445,299714898,1
9446,299870331,0
9447,300708221,0
9448,301616114,0
9449,301927458,0
9450,303060046,0
9451,303987531,0
9452,304483025,1
9453,305473766,1
9454,308932335,0
9455,309019453,0
9456,309324444,0
9457,309385046,0
9458,309519635,0
9459,309642523,0
9460,309837946,0
9461,309862927,0
9462,310079812,0
9463,311150182,0
9464,311225597,0
9465,311230712,0
9466,312600471,0
9467,312659135,0
9468,312799765,0
9469,313223983,0
9470,313353867,1
9471,314100205,0
9472,315350077,0
9473,316300158,0
9474,316821384,0
9475,317016778,0
9476,317724337,0
9477,318660801,0
9478,319878340,0
9479,320144823,0
9480,320184328,0
9481,320219915,0
9482,320500821,0
9483,321342458,0
9484,322403106,0
9485,323883092,0
9486,323939944,0
9487,324315638,0
9488,325081698,0
9489,325473669,0
9490,325868888,0
9491,326878050,0
9492,326882946,0
9493,327356384,0
9494,327420939,0
9495,329539631,0
9496,329577621,0
9497,329752166,0
9498,329772300,0
9499,329832576,0
9500,329836778,0
9501,329880781,0
9502,329906080,0
9503,330165215,0
9504,330173389,0
9505,330178767,0
9506,331034217,0
9507,331764422,0
9508,334224174,0
9509,335411293,0
9510,335473980,0
9511,336277084,0
9512,337774728,0
9513,337863581,1
9514,338152185,1
9515,339260276,0
9516,339721177,0
9517,346146740,0
9518,346363893,0
9519,347670683,0
9520,348495121,0
9521,349866925,0
9522,350226041,0
9523,350342194,0
9524,350390517,0
9525,350780308,0
9526,351487812,0
9527,351767016,0
9528,351910730,0
9529,352149833,0
9530,498245,0
9531,498520,0
9532,522228,1
9533,538590,0
9534,566303,0
9535,1668768,0
9536,1680429,0
9537,1727851,0
9538,1851391,0
9539,1917315,0
9540,2235788,0
9541,2474267,0
9542,2516089,1
9543,3097664,0
9544,3487259,0
9545,3579741,0
9546,4082044,0
9547,4643575,0
9548,4678673,0
9549,5046413,1
9550,5203176,0
9551,5304188,0
9552,5481429,1
9553,5790662,0
9554,6538865,0
9555,6763836,0
9556,6891841,0
9557,9019872,0
9558,10467414,0
9559,10569561,0
9560,10677708,0
9561,12354788,0
9562,12358411,0
9563,12364446,0
9564,13256282,0
9565,14121824,0
9566,14831596,1
9567,15812913,0
9568,16376136,1
9569,16635946,0
9570,17538327,0
9571,19909609,1
9572,23288128,0
9573,23893533,0
9574,24299837,0
9575,24916904,0
9576,29416698,0
9577,29784447,0
9578,29972381,0
9579,30192780,0
9580,30263553,0
9581,34752722,0
9582,36297609,1
9583,39994260,0
9584,40103141,0
9585,49629954,0
9586,49812276,0
9587,54594334,0
9588,91164922,0
9589,101619912,1
9590,102556583,0
9591,109076635,1
9592,114838505,0
9593,116789019,1
9594,116993531,0
9595,117440725,0
9596,117511469,1
9597,117534514,0
9598,117588321,0
9599,118650080,0
9600,118948279,0
9601,119333213,0
9602,122869895,1
9603,125062589,0
9604,125457461,1
9605,128069136,0
9606,130268318,0
9607,132753147,1
9608,134001586,0
9609,137686624,0
9610,139134091,1
9611,139488648,1
9612,143452023,0
9613,145358283,0
9614,145821929,0
9615,146091648,0
9616,149023862,0
9617,151972754,0
9618,152334571,0
9619,153387422,0
9620,154736515,1
9621,154811212,0
9622,156518204,1
9623,157106486,0
9624,157205608,0
9625,157576239,0
9626,158904419,1
9627,159292356,1
9628,165588808,1
9629,170243243,0
9630,174380817,0
9631,175124947,0
9632,177798247,1
9633,177835590,0
9634,178896694,0
9635,179228818,0
9636,179256798,1
9637,179467256,0
9638,180493107,0
9639,181897013,0
9640,182376858,0
9641,182404631,0
9642,182758094,0
9643,185826452,1
9644,186845120,1
9645,196913391,1
9646,197598150,0
9647,197964098,0
9648,200810192,1
9649,202478209,0
9650,202968096,0
9651,204491944,0
9652,204492405,0
9653,205987079,1
9654,206299730,1
9655,206847408,0
9656,207120675,0
9657,207467798,0
9658,207584871,0
9659,211684574,0
9660,211771133,1
9661,214284040,0
9662,215732886,0
9663,218207985,0
9664,218314984,0
9665,219668253,0
9666,220899182,0
9667,223002596,0
9668,223463908,0
9669,223709015,1
9670,225076840,1
9671,225740245,1
9672,225819357,1
9673,226447620,0
9674,228141335,0
9675,228298217,0
9676,228324729,0
9677,228625094,0
9678,229212870,0
9679,229950068,0
9680,230089199,1
9681,230986763,0
9682,232694259,0
9683,233517630,0
9684,233731406,1
9685,235756307,1
9686,238517697,0
9687,239660439,0
9688,239942904,0
9689,240213968,0
9690,241720669,1
9691,245530919,0
9692,246514261,0
9693,247276309,0
9694,248707238,0
9695,248900165,1
9696,251366447,0
9697,252039326,1
9698,252044486,0
9699,252273594,0
9700,252563664,0
9701,252601571,0
9702,252610962,0
9703,253883188,0
9704,254667933,0
9705,257779256,0
9706,257974387,0
9707,258022026,0
9708,258252621,0
9709,259233933,0
9710,262964933,1
9711,263725243,0
9712,264948440,0
9713,266050819,0
9714,266632722,0
9715,266913956,0
9716,267131440,1
9717,267248164,1
9718,270714253,0
9719,273235284,0
9720,273882336,0
9721,274906921,0
9722,275531242,0
9723,275896202,0
9724,276017140,1
9725,276107218,0
9726,276131192,1
9727,276346149,1
9728,276406872,1
9729,276456308,0
9730,276611972,0
9731,276629400,0
9732,277712149,0
9733,278681323,0
9734,279462516,0
9735,279606033,0
9736,279992676,1
9737,280601428,0
9738,281678674,0
9739,282462034,0
9740,282876132,0
9741,284524898,0
9742,284584965,0
9743,285308370,0
9744,286346719,0
9745,286449652,0
9746,286569385,0
9747,286847256,1
9748,287281540,1
9749,288247527,0
9750,288325707,0
9751,288476893,0
9752,288721652,0
9753,288794855,0
9754,288836512,0
9755,288955693,0
9756,289033856,0
9757,290501420,1
9758,291652989,0
9759,291692745,1
9760,291823552,0
9761,293746100,0
9762,294141357,0
9763,294168812,0
9764,294319784,1
9765,295067558,0
9766,295105984,0
9767,295710442,0
9768,296230827,0
9769,296235724,0
9770,296403498,0
9771,296935312,0
9772,296981189,0
9773,297370557,0
9774,297940613,0
9775,298272738,0
9776,298467876,1
9777,298866254,0
9778,298890774,1
9779,299447615,1
9780,299493872,0
9781,299744049,1
9782,301622125,0
9783,301724648,0
9784,301843963,0
9785,302190698,1
9786,302520063,0
9787,302613975,0
9788,303024573,0
9789,303068232,0
9790,303731281,0
9791,304154844,0
9792,304379884,0
9793,304397563,0
9794,305733207,0
9795,306677034,0
9796,306721421,1
9797,307364763,0
9798,307372253,0
9799,307887337,0
9800,307952132,0
9801,308801249,0
9802,308846976,0
9803,308993327,0
9804,309025555,0
9805,309075718,0
9806,309348153,0
9807,309800034,0
9808,309951065,0
9809,310055701,0
9810,310943788,0
9811,311043432,0
9812,311380438,0
9813,313547559,0
9814,313620325,0
9815,314284790,1
9816,317229181,0
9817,317310459,0
9818,317391025,0
9819,317488866,1
9820,319134029,0
9821,319147595,0
9822,319149763,0
9823,319372009,0
9824,320498547,0
9825,321080842,0
9826,321664911,0
9827,321939122,0
9828,322400348,0
9829,322725279,0
9830,323421026,0
9831,323427654,0
9832,324126348,0
9833,324790412,0
9834,324882760,0
9835,325421329,0
9836,327005155,0
9837,327203862,0
9838,327279330,0
9839,327291156,0
9840,328062710,0
9841,328684506,0
9842,328690581,0
9843,329000159,0
9844,329780981,0
9845,329819641,0
9846,329824062,0
9847,329834407,0
9848,329841462,0
9849,329921743,0
9850,330023948,0
9851,330853109,0
9852,331174043,0
9853,332981625,0
9854,333978015,1
9855,335321498,0
9856,335400490,0
9857,335418760,0
9858,336016997,0
9859,336420148,0
9860,337649569,0
9861,338199236,0
9862,338872412,1
9863,339859170,0
9864,341212221,0
9865,344622843,0
9866,345648612,0
9867,345674207,0
9868,346492993,0
9869,346577793,0
9870,346897997,0
9871,347124531,0
9872,348668132,0
9873,350057139,0
9874,350248283,0
9875,350568384,0
9876,351831685,0
9877,351903969,0
9878,351968139,0
9879,352122158,0
9880,352213529,0
9881,352721241,0
9882,353589884,0
9883,354046009,0
9884,354269675,0
9885,500103,1
9886,501133,0
9887,501236,0
9888,503428,1
9889,528284,0
9890,806947,1
9891,808440,0
9892,1689839,0
9893,2326886,0
9894,3100057,1
9895,3277288,0
9896,4530479,0
9897,5576717,0
9898,5607308,0
9899,5856583,0
9900,6511398,0
9901,6768989,0
9902,6769359,0
9903,6847577,0
9904,7103045,1
9905,8719475,1
9906,8764183,0
9907,11851533,0
9908,12263020,0
9909,12266814,0
9910,12316657,0
9911,13211751,0
9912,13835492,0
9913,14335889,0
9914,15644213,0
9915,15655212,0
9916,15768239,1
9917,19179096,0
9918,20092231,1
9919,20349373,0
9920,20856522,0
9921,24379912,0
9922,24393152,0
9923,27691555,0
9924,28168622,0
9925,28248018,0
9926,31152907,0
9927,31576282,0
9928,33222988,1
9929,54684335,0
9930,60958853,0
9931,62324800,0
9932,69497008,0
9933,91449621,1
9934,91890430,0
9935,96823119,0
9936,99156567,0
9937,100600940,0
9938,101307715,0
9939,103457277,1
9940,106983930,0
9941,108946716,1
9942,109251649,1
9943,110925752,0
9944,117158437,0
9945,118672349,0
9946,122752731,0
9947,122881831,0
9948,124142136,0
9949,125038564,1
9950,129340575,0
9951,131567084,0
9952,132602037,1
9953,132749706,1
9954,137210944,0
9955,141051746,1
9956,142605324,0
9957,143653378,0
9958,146437426,1
9959,146600413,0
9960,147210071,0
9961,149878190,0
9962,150823487,0
9963,151360028,0
9964,151381888,0
9965,154400465,0
9966,157016069,0
9967,162268445,1
9968,166505126,0
9969,167579382,0
9970,168202649,0
9971,169135972,0
9972,177481961,1
9973,177679269,0
9974,179063610,0
9975,179252974,0
9976,179928664,0
9977,181548636,1
9978,182012402,1
9979,182296826,0
9980,184686477,1
9981,193926165,1
9982,198945192,0
9983,202830251,0
9984,204657914,1
9985,205694165,0
9986,205847712,0
9987,207590026,0
9988,211235763,0
9989,213858997,0
9990,215814751,0
9991,217586724,0
9992,217718858,0
9993,218177245,0
9994,220005523,0
9995,221321742,0
9996,221907455,0
9997,222302573,0
9998,224791194,0
9999,226938459,0
10000,227317248,1
10001,228460494,1
10002,228587656,0
10003,228682963,0
10004,232465983,0
10005,232866797,0
10006,232973318,0
10007,232992089,1
10008,233451812,0
10009,234269424,0
10010,236705836,0
10011,237277410,0
10012,238516863,0
10013,238586569,0
10014,240037778,0
10015,245841095,1
10016,250429151,0
10017,250729264,0
10018,250845563,0
10019,251920774,0
10020,252783355,0
10021,252911952,1
10022,254019100,1
10023,254599590,1
10024,257921093,0
10025,257941653,0
10026,257965386,0
10027,258013726,0
10028,258662979,0
10029,258717114,0
10030,260245814,0
10031,261394959,1
10032,263868136,0
10033,264603466,0
10034,264729636,0
10035,265160071,0
10036,266888242,0
10037,266895049,0
10038,268419198,1
10039,268485070,0
10040,272624464,0
10041,273593466,0
10042,273908582,0
10043,274089046,0
10044,274371839,1
10045,274570617,0
10046,275777626,0
10047,275899060,0
10048,276249080,0
10049,276277805,1
10050,276406327,0
10051,276416530,1
10052,276509753,0
10053,276532322,0
10054,276567250,1
10055,277376696,0
10056,277576014,1
10057,277868534,0
10058,279266039,0
10059,281330387,0
10060,281485510,0
10061,281577014,0
10062,282443040,0
10063,285305445,0
10064,285830062,0
10065,286113253,0
10066,286697883,0
10067,287979276,1
10068,288267424,0
10069,288605884,1
10070,288637423,0
10071,288714374,0
10072,288722357,1
10073,288793681,0
10074,288843802,0
10075,289117755,0
10076,290016360,0
10077,290414835,0
10078,292631097,1
10079,292641406,1
10080,292675342,0
10081,292784820,1
10082,293840322,1
10083,293908411,0
10084,294365109,1
10085,294384026,1
10086,296434356,0
10087,296587751,1
10088,296797162,0
10089,298425880,0
10090,298687036,0
10091,298809062,0
10092,298833867,1
10093,298884086,1
10094,299397418,0
10095,299430806,1
10096,299509920,1
10097,299592240,1
10098,299627978,1
10099,299638317,0
10100,299793260,1
10101,299823534,1
10102,301053439,0
10103,301560860,0
10104,301668284,0
10105,302272733,1
10106,302521976,1
10107,303566454,0
10108,303613659,0
10109,303740488,0
10110,304155800,0
10111,306405091,0
10112,306977991,1
10113,307058338,0
10114,307322997,0
10115,307976372,0
10116,308126118,0
10117,308884435,0
10118,308949936,0
10119,309023143,0
10120,309026688,0
10121,309040634,0
10122,309261240,0
10123,309469050,0
10124,309845618,0
10125,310648352,0
10126,310943295,0
10127,311060399,0
10128,311086898,0
10129,313281973,0
10130,313433083,0
10131,313581490,0
10132,313691348,0
10133,315997447,0
10134,319228363,0
10135,322038145,0
10136,323282054,0
10137,324581067,0
10138,325556382,0
10139,325730926,0
10140,326469421,0
10141,326850072,0
10142,327035617,0
10143,328352854,0
10144,328540190,0
10145,328689934,0
10146,328750886,0
10147,329544856,0
10148,329546751,0
10149,329831663,0
10150,329833702,0
10151,329838582,0
10152,329854093,0
10153,329865456,0
10154,329887301,0
10155,329907383,0
10156,329933332,0
10157,330414812,0
10158,332110018,0
10159,332521970,0
10160,333560961,0
10161,334797303,0
10162,336959632,1
10163,338226352,0
10164,338756979,0
10165,338797739,0
10166,340610476,1
10167,341438394,0
10168,342691620,0
10169,343368488,0
10170,344406419,0
10171,344650668,0
10172,344734608,0
10173,346879658,0
10174,347261963,0
10175,348826710,0
10176,350340342,0
10177,351151592,0
10178,351802933,0
10179,351998005,0
10180,355295554,0
10181,374011,0
10182,493245,1
10183,502096,0
10184,502864,0
10185,902739,0
10186,2313126,0
10187,2514366,0
10188,3303893,0
10189,3433519,0
10190,3471858,0
10191,5396650,0
10192,5814573,0
10193,6747997,0
10194,6758702,0
10195,6763862,0
10196,7206677,0
10197,8045094,0
10198,9721750,1
10199,9983815,0
10200,11317355,0
10201,12354958,0
10202,12581733,0
10203,13476179,1
10204,13557480,0
10205,15089968,0
10206,15748162,0
10207,17099929,0
10208,17435692,0
10209,17488388,0
10210,19971676,0
10211,20242537,0
10212,24907159,0
10213,27614260,0
10214,29471533,0
10215,30262080,0
10216,36474879,0
10217,77508136,0
10218,92576457,0
10219,96895631,0
10220,99523980,0
10221,99710478,0
10222,104698517,0
10223,109762844,0
10224,110067249,0
10225,115519936,0
10226,121033243,0
10227,121622355,1
10228,122741237,0
10229,122852907,0
10230,123343599,0
10231,124771042,0
10232,125709278,0
10233,125883335,1
10234,126460740,0
10235,127256639,0
10236,129998607,0
10237,135645078,0
10238,143774469,0
10239,145338788,0
10240,145529090,1
10241,145773976,0
10242,147239170,0
10243,148294804,0
10244,148461093,0
10245,153437007,0
10246,153642949,0
10247,153728626,0
10248,155308884,0
10249,156007487,1
10250,157451831,0
10251,164459892,0
10252,165815677,0
10253,166262188,0
10254,167886321,1
10255,168736080,0
10256,169193259,0
10257,180670080,1
10258,181504202,0
10259,186766867,1
10260,189170928,0
10261,195637328,0
10262,199096443,1
10263,201828550,0
10264,201882336,1
10265,202034730,1
10266,202111277,0
10267,203362366,0
10268,203808164,0
10269,204374665,0
10270,204733938,0
10271,206064719,1
10272,206241147,1
10273,206589575,1
10274,207087055,0
10275,209024514,1
10276,209467156,0
10277,211648283,1
10278,213098470,0
10279,214949470,0
10280,215273309,0
10281,215684338,1
10282,217022534,0
10283,222327781,1
10284,223030787,0
10285,223886643,0
10286,226791045,1
10287,228224589,1
10288,228530380,0
10289,228649480,0
10290,228688967,0
10291,228809133,0
10292,229944356,0
10293,232720278,0
10294,235704691,0
10295,237313484,0
10296,238079621,0
10297,239025732,0
10298,242434657,0
10299,247159111,0
10300,247433971,1
10301,248034605,0
10302,248732180,0
10303,249819260,0
10304,250024781,0
10305,250392152,0
10306,250732326,0
10307,251721960,0
10308,252122484,0
10309,252686595,1
10310,252805361,1
10311,252819520,0
10312,252947212,0
10313,253185562,0
10314,253215173,0
10315,254090829,1
10316,254495940,0
10317,254582652,0
10318,254717283,0
10319,256085347,1
10320,256626476,1
10321,256643149,0
10322,256975956,0
10323,257240281,0
10324,257924679,0
10325,259397155,0
10326,259544631,0
10327,259742659,0
10328,262360450,1
10329,262412071,0
10330,262774833,0
10331,262801715,0
10332,264926260,0
10333,266532374,0
10334,266666656,0
10335,267859767,0
10336,268476885,1
10337,270918562,0
10338,272255249,0
10339,272766949,0
10340,273312795,0
10341,273485188,0
10342,274052328,1
10343,275385540,1
10344,275461485,0
10345,276027705,1
10346,276193712,0
10347,276276605,1
10348,276405452,0
10349,276626056,0
10350,277017795,0
10351,277240160,1
10352,277493705,0
10353,280402303,0
10354,282441212,0
10355,282535269,1
10356,285617408,0
10357,286522014,0
10358,286712396,0
10359,286733235,0
10360,286876922,0
10361,287018814,0
10362,287466592,0
10363,288235988,0
10364,288418712,0
10365,288567965,0
10366,288675932,0
10367,288837671,0
10368,290250746,0
10369,290508052,1
10370,290627303,0
10371,293777915,0
10372,294392475,0
10373,294881127,0
10374,295609552,1
10375,296053970,0
10376,296574259,0
10377,296650663,0
10378,296709555,0
10379,298114156,0
10380,298129917,0
10381,298187141,0
10382,298244420,0
10383,299069528,0
10384,299132416,0
10385,299133484,1
10386,299133771,1
10387,299466702,0
10388,299516466,0
10389,299610339,1
10390,299641170,1
10391,299666364,1
10392,300034709,1
10393,300193610,0
10394,300588255,0
10395,300819032,1
10396,301405137,0
10397,301627486,0
10398,302220170,0
10399,302313070,0
10400,302602093,0
10401,305026006,0
10402,308918937,0
10403,309073370,0
10404,309074934,0
10405,309149894,0
10406,309165989,0
10407,309213463,0
10408,309457071,0
10409,309711219,0
10410,309867226,0
10411,310055098,0
10412,310665350,0
10413,310911113,0
10414,311040686,0
10415,311460214,0
10416,311467729,0
10417,311643543,0
10418,313495249,0
10419,313930110,0
10420,314309899,0
10421,316039606,0
10422,317073178,1
10423,317110184,0
10424,320740847,0
10425,321033629,1
10426,321322305,0
10427,322644621,0
10428,323261878,0
10429,323736457,0
10430,324171692,0
10431,324911169,0
10432,326312563,0
10433,326563643,0
10434,326938329,0
10435,327269581,0
10436,327967298,0
10437,328438646,0
10438,328557777,0
10439,329829414,0
10440,329894639,0
10441,329948894,0
10442,329989240,0
10443,329999829,0
10444,330106233,0
10445,331445911,0
10446,332377800,0
10447,333287624,0
10448,334508075,0
10449,338538755,0
10450,339142620,0
10451,346792135,0
10452,349147898,0
10453,349200004,0
10454,349348727,0
10455,349567646,0
10456,349621492,0
10457,349961036,0
10458,351529103,0
10459,351824292,0
10460,351852067,0
10461,351998562,0
10462,356424229,0
10463,496156,0
10464,497368,0
10465,503648,0
10466,568820,0
10467,1697941,0
10468,2263888,1
10469,2462252,0
10470,2474920,0
10471,2475118,0
10472,2500822,0
10473,2578350,0
10474,2821769,0
10475,2991306,0
10476,3075587,0
10477,3336113,0
10478,3481530,0
10479,3832856,0
10480,4038433,0
10481,5791070,0
10482,6645840,0
10483,6754378,0
10484,6768898,0
10485,6769957,0
10486,7991844,0
10487,8257659,0
10488,8943416,0
10489,10893106,0
10490,10915863,0
10491,12590291,1
10492,13749265,0
10493,15655810,0
10494,15704154,1
10495,15778595,1
10496,16085476,0
10497,20658748,1
10498,21022659,0
10499,24918366,0
10500,26855520,0
10501,27931773,0
10502,29017014,0
10503,29884132,1
10504,31248897,0
10505,39994014,1
10506,54612966,0
10507,54660262,1
10508,54669270,1
10509,62170302,0
10510,73008530,0
10511,78412889,1
10512,91967984,1
10513,94312960,0
10514,104705102,1
10515,105361824,0
10516,109096207,0
10517,109778910,0
10518,116791036,0
10519,117936920,0
10520,118040314,0
10521,120465827,0
10522,120734187,1
10523,120888897,1
10524,120937131,0
